License_Number,License_State,License_Type,License_Status,Issue_Date,Expiration_Date,Days_Until_Expiration,Renewal_Cycle_Months,Provider_ID,Provider_NPI,Provider_First_Name,Provider_Last_Name,Provider_Email,Provider_Specialty,Provider_Role,Total_CME_Hours_Required,CME_Renewal_Period_Months,Min_Category1_Hours,Max_Category2_Hours,Opioid_Hours_Required,Pain_Management_Hours_Required,Ethics_Hours_Required,Other_Special_Topics,Compliance_Status,Total_Hours_Required,Total_Hours_Completed,Completion_Percentage,State_Code,Board_Type,Rollover_Allowed,Max_Rollover_Hours
PA-MD-780036,PA,MD,expired,7/20/2022,8/16/2023,-826,36,e85c9a4e-8142-48b3-aac3-2c8ca3674f2a,,Joshua,Ortega,provider.md224@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,7,100.00%,,,No,
PA-MD-780735,PA,MD,expired,6/13/2021,9/10/2022,-1166,12,a8452802-f48d-42c3-88bc-39d5a5c06345,,Johnny,Stevenson,provider.md221@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,38,100.00%,,,No,
PA-MD-833016,PA,MD,expired,7/18/2022,7/2/2024,-505,36,1ffc8b54-415e-4e91-b865-b32bf6cf259c,,Rebecca,Potter,provider.md225@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
PA-MD-997688,PA,MD,active,9/10/2024,7/12/2027,600,24,0ad23beb-9aaa-4c4e-bc47-d4a2c1751e18,5480186396,Joe,Parker,prov.md37@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PADO18752,PA,DO,suspended,8/28/2021,6/6/2028,930,24,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PADO27472,PA,DO,active,3/19/2020,9/15/2026,300,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PADO49316,PA,DO,active,1/8/2023,5/13/2027,540,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PADO74998,PA,DO,inactive,9/17/2023,2/17/2026,90,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PAMD24643,PA,MD,expired,1/17/2023,3/8/2028,840,24,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PAMD38013,PA,MD,inactive,8/1/2023,10/15/2026,330,24,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PAMD40433,PA,MD,active,3/7/2021,1/18/2026,60,24,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
PAMD81899,PA,MD,active,10/15/2023,2/7/2028,810,24,1b95c543-bae1-4ae6-b55d-58a2daeafb54,4548152315,Erica,Brown,prov.md20@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO267557,RI,DO,expired,11/4/2023,6/17/2026,210,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
RI-DO-484830,RI,DO,active,11/8/2023,9/15/2026,300,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
RI-DO-637633,RI,DO,active,6/2/2022,3/14/2027,480,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
RI-MD-305530,RI,MD,expired,3/26/2023,9/7/2024,-438,36,042de996-9dc0-4ed6-a6b6-3aef81e4366e,,Christopher,Moore,provider.md229@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
RI-MD-622899,RI,MD,expired,12/14/2020,8/1/2022,-1206,24,cd09b73f-1ad7-4ff6-8680-5597a4bde26e,,Nicole,Myers,provider.md230@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
RI-MD-774287,RI,MD,active,10/9/2024,9/27/2026,312,36,52f10ed5-b736-46b3-96a5-237c9c8b0ade,,Jody,Ryan,provider.md226@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
RI-MD-894561,RI,MD,expired,5/18/2024,10/6/2025,-44,24,a40709ad-c199-4a9f-b64c-410d1c825467,,Robert,Heath,provider.md227@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,9,100.00%,,,No,
RI-MD-960559,RI,MD,expired,4/4/2023,6/8/2024,-529,24,b516ca5f-3544-458f-8d83-3e75954e615a,,Danielle,Hughes,provider.md228@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,24,100.00%,,,No,
RIDO35965,RI,DO,active,3/22/2023,11/3/2028,1080,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO383491,SC,DO,active,11/23/2024,8/11/2027,630,24,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SC-DO-640590,SC,DO,active,5/2/2021,7/17/2026,240,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SC-DO-903700,SC,DO,active,6/8/2023,3/19/2026,120,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SC-DO-940749,SC,DO,expired,1/10/2022,2/4/2023,-1019,24,c67455f7-eca7-48e9-a1cb-129a63f49fdd,,Zachary,Simon,provider.do234@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,39,100.00%,,,No,
SC-MD-498598,SC,MD,expired,7/22/2021,9/30/2022,-1146,12,37ee19f2-0996-4bef-96e1-1987b69a4389,,Douglas,Oliver,provider.md235@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
SC-MD-589873,SC,MD,expired,1/17/2022,6/30/2023,-873,12,13b8e9ab-58af-42e2-9b90-3950f2e60cdc,,Gina,King,provider.md231@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,16,100.00%,,,No,
SC-MD-829146,SC,MD,expired,4/28/2023,11/18/2024,-366,36,c38f6757-9977-4d88-94f4-2817f4efac01,,Beverly,Short,provider.md232@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
SC-MD-863503,SC,MD,expired,8/25/2023,10/26/2024,-389,12,187ab368-5337-4b9f-b769-751709db5baa,,Julie,Patel,provider.md233@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,17,100.00%,,,No,
SCDO57088,SC,DO,inactive,11/7/2020,11/3/2028,1080,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO275557,SD,DO,active,7/11/2020,6/12/2027,570,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO683360,SD,DO,active,7/25/2022,2/12/2027,450,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO890593,SD,DO,active,9/16/2023,7/12/2027,600,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD633445,SD,MD,active,12/7/2023,11/14/2026,360,24,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD734589,SD,MD,inactive,7/8/2020,3/14/2027,480,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD900221,SD,MD,suspended,1/1/2024,4/18/2026,150,24,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SD-DO-271297,SD,DO,active,8/8/2024,5/13/2027,540,24,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SD-DO-876898,SD,DO,expired,12/4/2023,1/27/2025,-296,24,ec8cb5af-d86b-4567-a839-b384d7aa2855,,Alyssa,Butler,provider.do237@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,35,100.00%,,,No,
SD-MD-484285,SD,MD,expired,4/18/2021,10/5/2022,-1141,24,098c6a73-b315-4785-9808-2188cab482a9,,Molly,Martinez,provider.md239@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,14,100.00%,,,No,
SD-MD-560901,SD,MD,active,7/2/2020,1/18/2026,60,24,edc52402-e3ad-4bd1-a9f4-a95d8eb535f6,9051480099,Zachary,Dixon,prov.md23@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SD-MD-564647,SD,MD,active,9/23/2024,8/16/2026,270,12,6924eb63-85e4-470a-95b7-bf21818cf174,,Christopher,Howard,provider.md240@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
SD-MD-608469,SD,MD,active,10/2/2023,8/16/2026,270,24,1b95c543-bae1-4ae6-b55d-58a2daeafb54,4548152315,Erica,Brown,prov.md20@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SD-MD-771164,SD,MD,expired,4/15/2021,3/20/2023,-975,24,c7817a37-0768-44e1-ac46-3c57a774daae,,Brian,Norman,provider.md236@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,6,100.00%,,,No,
SD-MD-975603,SD,MD,expired,7/31/2023,2/11/2025,-281,36,c7c742d7-e3da-42b2-864f-4bd79cf4045c,,Sara,Green,provider.md238@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,41,100.00%,,,No,
SDDO36783,SD,DO,active,9/18/2024,1/18/2026,60,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SDDO39982,SD,DO,active,4/8/2020,8/16/2026,270,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SDDO65838,SD,DO,active,10/24/2021,9/15/2026,300,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
SDMD17075,SD,MD,active,12/19/2023,12/19/2025,30,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TN-DO-116642,TN,DO,expired,7/24/2022,9/10/2027,660,24,fe62d1e3-0e3b-4104-a319-fbc3c5768640,2726807263,Lori,Stokes,prov.do36@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TN-MD-197731,TN,MD,expired,9/5/2021,2/13/2023,-1010,24,27db8f68-78d2-41b3-80b2-0e9abe5dea53,,John,Ruiz,provider.md243@example.com,Radiology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
TN-MD-200131,TN,MD,active,7/12/2023,7/12/2027,600,24,a2598c2d-7e29-4c12-aa87-ef9bb43d86d1,6612319776,Daniel,Ingram,prov.md41@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TN-MD-340730,TN,MD,expired,9/12/2023,3/12/2025,-252,24,4687eb9f-426f-4eb7-83ac-b4a2c669d23f,,Shirley,Guerra,provider.md244@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,38,100.00%,,,No,
TN-MD-507464,TN,MD,expired,2/28/2022,10/13/2023,-768,36,9aaee813-4b53-4153-a3ee-56c331e3ea22,,Caitlin,Williams,provider.md241@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,7,100.00%,,,No,
TN-MD-607795,TN,MD,active,7/11/2024,1/7/2026,49,36,24a6629b-a007-4fbb-b46e-cf9479b714c2,,Joe,Powers,provider.md242@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,25,100.00%,,,No,
TN-MD-816841,TN,MD,expired,11/2/2023,1/31/2025,-292,12,d6369e4f-4f0a-4c8f-9496-2a20d6cb380d,,Christina,Cherry,provider.md245@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
TNDO66328,TN,DO,active,12/19/2023,4/13/2027,510,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TNDO88657,TN,DO,active,8/3/2023,5/7/2028,900,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO341380,TX,DO,active,3/30/2023,8/11/2027,630,24,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO923905,TX,DO,active,6/30/2023,7/12/2027,600,24,85c6e18b-d5b6-43d9-8c2d-e42c2c524f8c,2798694903,Christopher,Bryant,prov.do33@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD155902,TX,MD,active,3/11/2021,2/12/2027,450,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD283555,TX,MD,inactive,3/29/2022,12/9/2027,750,24,c2c8ad8f-f8fe-4279-97f0-1296de7d5601,9369812830,Ashley,Moody,prov.md2@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD568598,TX,MD,active,12/27/2022,5/13/2027,540,24,699b9650-db4c-45fe-b3b2-197a189be0b6,4593839774,Chelsea,Miles,prov.md19@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TX-DO-161573,TX,DO,expired,2/16/2021,10/4/2022,-1142,24,cfdf5d0c-9f7d-48d9-bc3f-faa050256e75,,Greg,Bernard,provider.do246@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,44,100.00%,,,No,
TX-DO-500164,TX,DO,inactive,1/2/2023,4/18/2026,150,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TX-DO-824321,TX,DO,active,3/22/2024,6/17/2026,210,24,9b323a4b-7dba-473c-a06b-ae4f422f519b,9267002610,Brian,Valenzuela,prov.do8@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TX-DO-880788,TX,DO,active,5/13/2020,2/17/2026,90,24,6c9bf46c-0d31-4ca2-a2bd-a8cb34ffd5fd,6273968943,Robert,Lane,prov.do9@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TX-DO-900863,TX,DO,active,5/21/2022,7/12/2027,600,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TX-MD-355304,TX,MD,expired,3/16/2022,12/21/2023,-699,12,4ea78ec3-32b0-46ca-9205-daa1e2974822,,Maria,Hughes,provider.md249@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,29,100.00%,,,No,
TX-MD-389631,TX,MD,expired,1/4/2021,6/8/2022,-1260,12,9307f83a-0b57-45ad-be76-1647b69a7c43,,Brandi,Ellis,provider.md248@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,20,100.00%,,,No,
TX-MD-569969,TX,MD,expired,6/9/2021,5/31/2023,-903,12,b6a2311d-89c0-4900-8019-54c4e1e3b562,,Gail,Flowers,provider.md250@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
TX-MD-905627,TX,MD,active,12/26/2024,11/3/2028,1080,24,1b95c543-bae1-4ae6-b55d-58a2daeafb54,4548152315,Erica,Brown,prov.md20@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TX-MD-911941,TX,MD,expired,1/10/2022,2/2/2023,-1021,12,ee0689f5-1bef-44e0-9712-1de0eed43325,,Jennifer,Glass,provider.md247@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,11,100.00%,,,No,
TXDO15876,TX,DO,active,3/28/2023,7/17/2026,240,24,8495a3ca-7b4e-40f1-857e-f1f031bae25c,2878302583,Mary,Williams,prov.do26@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXDO16546,TX,DO,expired,11/18/2021,7/12/2027,600,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXDO85162,TX,DO,expired,2/6/2022,2/12/2027,450,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXDO85950,TX,DO,active,8/18/2021,12/9/2027,750,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXMD52505,TX,MD,active,9/8/2024,7/17/2026,240,24,9db194fb-abd5-45eb-9b37-ef8a067571be,4790960701,Kevin,Lee,prov.md22@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXMD54948,TX,MD,active,2/12/2023,4/7/2028,870,24,ed4b8322-c7c7-42fc-8558-b07c90fe2587,7208960676,Mary,Walker,prov.md27@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXMD71072,TX,MD,active,5/10/2023,11/9/2027,720,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
TXMD97094,TX,MD,expired,1/18/2023,10/4/2028,1050,24,a6cff191-d89f-4dab-98e3-140fbdfa5cb5,5519457723,Morgan,Webster,prov.md6@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO811677,UT,DO,inactive,1/11/2024,1/13/2027,420,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD660366,UT,MD,active,11/2/2024,3/19/2026,120,24,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
UT-DO-599818,UT,DO,expired,2/19/2023,9/14/2024,-431,36,de202603-1989-4928-854a-f550a66ed51b,,Randy,Conner,provider.do255@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
UT-MD-130941,UT,MD,expired,12/17/2021,2/5/2023,-1018,36,fecadc64-012c-429a-bc1a-adb053170b53,,Teresa,Davis,provider.md254@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,43,100.00%,,,No,
UT-MD-167450,UT,MD,expired,5/6/2021,11/22/2022,-1093,12,1d3f63a8-8abf-4112-8046-b7ddabda6df0,,Dean,Smith,provider.md252@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,18,100.00%,,,No,
UT-MD-440877,UT,MD,expired,12/20/2022,4/2/2024,-596,12,f306bf55-fc36-4166-9afb-ce7057ee343b,,Miguel,Thompson,provider.md253@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,30,100.00%,,,No,
UT-MD-527520,UT,MD,expired,10/25/2021,7/31/2023,-842,24,5d8a83c3-ae97-4341-b55a-d9700df1bb57,,Michelle,Smith,provider.md251@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
UT-MD-676413,UT,MD,active,11/14/2022,9/10/2027,660,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
UTDO17948,UT,DO,expired,5/12/2020,1/8/2028,780,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
UTDO20407,UT,DO,active,10/9/2020,5/18/2026,180,24,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
UTDO27589,UT,DO,expired,9/18/2024,5/7/2028,900,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO236802,VA,DO,active,3/10/2023,1/18/2026,60,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD518552,VA,MD,expired,2/6/2023,8/5/2028,990,24,0a6ba225-09b4-4023-86cf-3256442c550d,2731953081,Jamie,Mcpherson,prov.md29@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
VA-DO-274487,VA,DO,expired,3/5/2022,10/29/2023,-752,36,0d0b6ee4-40ea-4e1f-86d4-e0462a48fb48,,Ryan,Ortega,provider.do258@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
VA-DO-357441,VA,DO,active,11/24/2020,2/17/2026,90,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
VA-DO-557144,VA,DO,expired,12/8/2021,4/22/2023,-942,36,f6394c53-70be-47a3-8dfe-900c4a461612,,Alexandria,Hensley,provider.do260@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,45,100.00%,,,No,
VA-MD-247193,VA,MD,expired,11/2/2022,7/28/2024,-479,12,bcf1e6ab-0e49-406d-ac7b-e8d5bdf56d07,,Lawrence,Klein,provider.md256@example.com,Dermatology,provider,,,,,0,0,0,,No Requirements,0,34,100.00%,,,No,
VA-MD-824535,VA,MD,expired,12/12/2020,1/18/2022,-1401,36,d24889f6-f2f5-470b-956b-03c1048399c2,,Elizabeth,Scott,provider.md257@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,9,100.00%,,,No,
VA-MD-911784,VA,MD,expired,8/7/2023,1/31/2025,-292,24,3255b602-e764-45a4-bd76-bf94db56cd80,,Kyle,Hill,provider.md259@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,16,100.00%,,,No,
VADO49085,VA,DO,active,10/17/2024,10/15/2026,330,24,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO411779,VT,DO,active,11/6/2024,3/19/2026,120,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO882904,VT,DO,active,8/31/2020,5/7/2028,900,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
VT-DO-285050,VT,DO,active,7/24/2024,1/11/2026,53,12,170ffd11-b3e3-4ab6-8d99-7207c3a0968e,,Thomas,Scott,provider.do263@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,5,100.00%,,,No,
VT-DO-479877,VT,DO,active,6/28/2022,5/7/2028,900,24,30462ac3-fe6f-4f41-b820-a5c164976bc9,1607881441,Thomas,Turner,prov.do47@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
VT-DO-484381,VT,DO,active,10/20/2023,7/17/2026,240,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
VT-MD-239027,VT,MD,expired,8/1/2022,11/8/2023,-742,24,14547c4c-225c-4548-a713-9eda88a746d8,,Nicholas,Maldonado,provider.md262@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,47,100.00%,,,No,
VT-MD-245884,VT,MD,expired,8/20/2024,10/18/2025,-32,24,9cc746ed-a8e2-404b-9463-cbdd1a3e66e4,,Anthony,Wagner,provider.md261@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,35,100.00%,,,No,
VT-MD-800910,VT,MD,expired,9/7/2023,9/4/2025,-76,24,f1227d67-6c2e-466a-b4da-d48b75e4f530,,Chris,Smith,provider.md264@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,37,100.00%,,,No,
VT-MD-977251,VT,MD,expired,8/23/2023,12/9/2024,-345,24,dcc6e84a-3ce4-4001-ba0d-789db219e574,,Crystal,Moss,provider.md265@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,23,100.00%,,,No,
